,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_ALT_RESP,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,MISC_COURSE_DETAILS,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,ADDTL_LIC,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE,REQUIREMENT_SET_TEXT,REQUIREMENT_SUBSET_TEXT,REQUIREMENT_CONJUNCTION
1235,TAX COMPLIANCE AIDE 1173 061215 (1).txt,Tax Compliance Aide,1173,1.,-,"A Tax Compliance Aide performs paraprofessional duties in assisting professional tax compliance staff in the analysis, interpretation and enforcement of various tax, permit and fee liabilities, including the City's business, utility, parking, and transient occupancy taxes and City permit ordinances through independent office and field investigations; may apply complex formulas and legal precedents; and applies processes necessary to collect taxes and fees due to the City; may assist in the preparation of various reports, including recommendations for criminal prosecution; and does related work.",-,-,-,2.0,full time,Senior Clerk Typist,-,"processing internal billing and collections related to business tax certificates, licenses or permits, or in direct public contact work interviewing and advising applicants for such certificates, licenses or permits, and interpreting and applying ordinances and government codes pertaining to issuances of such certificates, licenses or permits.",-,-,-,-,R,-,-,INT_DEPT_PROM,"$45,956 to $67,191",-,06-12-15,"Two years of full-time paid experience with the City of Los Angeles, in a class at the level of Senior Clerk Typist, processing internal billing and collections related to business tax certificates, licenses or permits, or in direct public contact work interviewing and advising applicants for such certificates, licenses or permits, and interpreting and applying ordinances and government codes pertaining to issuances of such certificates, licenses or permits.",-,-
1236,TAX COMPLIANCE OFFICER 1179 111816.txt,Tax Compliance Officer,1179,1,-,"A Tax Compliance Officer analyzes, interprets and enforces various tax, permit and fee liabilities, including the City business, parking and transient occupancy taxes and City permit ordinances through independent field and office investigations; may supervise other Tax Compliance Officers and clerical staff by directing and coordinating the activities of a field enforcement or office enforcement section; and may assist at a public counter or the call center providing technical assistance to customers via telephone, on-line and in-person.",-,-,-,2.0,full time,Tax Compliance Aide,-,-,-,-,-,-,P,-,-,OPEN_INT_PROM,"$55,874 to $81,703",-,11-18-16,Two years of full-time paid experience as a Tax Compliance Aide with the City of Los Angeles; or,-,or
1237,TAX COMPLIANCE OFFICER 1179 111816.txt,Tax Compliance Officer,1179,2,-,"A Tax Compliance Officer analyzes, interprets and enforces various tax, permit and fee liabilities, including the City business, parking and transient occupancy taxes and City permit ordinances through independent field and office investigations; may supervise other Tax Compliance Officers and clerical staff by directing and coordinating the activities of a field enforcement or office enforcement section; and may assist at a public counter or the call center providing technical assistance to customers via telephone, on-line and in-person.",4.0,college or university,"business administration, economics, accounting, finance, or public administration.",-,-,-,-,-,-,-,-,-,P,-,-,OPEN_INT_PROM,"$55,874 to $81,703",-,11-18-16,"A Bachelor's degree or higher from an accredited four-year college or university with a degree in business administration, economics, accounting, finance, or public administration.",-,-
1238,TELECOMMUNICATIONS PLANNING AND UTILIZATION OFFICER 7640 122217.txt,Telecommunications Planning And Utilization Officer,7640,1,-,A Telecommunications Planning and Utilization Officer directs telecommunications activities in the Department of Airports or the Information Technology Agency; coordinates the development of plans; directs the implementation and management of telecommunications systems and municipal uses of cable television; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.,-,-,-,2.0,full time,Telecommunications Planner,"identifying, analyzing, evaluating, recommending, coordinating and managing a variety of telecommunications plans and systems;",coordinating and managing a variety of telecommunications plans and systems,-,-,-,-,P,-,-,OPEN_INT_PROM,"$99,618 to $141,775",-,12-22-17,"Two years of full-time paid experience as a Telecommunications Planner or in a position at that level, identifying, analyzing, evaluating, recommending, coordinating and managing a variety of telecommunications plans and systems; or",-,or
1239,TELECOMMUNICATIONS PLANNING AND UTILIZATION OFFICER 7640 122217.txt,Telecommunications Planning And Utilization Officer,7640,2,-,A Telecommunications Planning and Utilization Officer directs telecommunications activities in the Department of Airports or the Information Technology Agency; coordinates the development of plans; directs the implementation and management of telecommunications systems and municipal uses of cable television; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.,-,-,-,2.0,full time,Communications Engineer,-,coordinating and managing a variety of telecommunications plans and systems.,-,-,-,-,P,-,-,OPEN_INT_PROM,"$99,618 to $141,775",-,12-22-17,"Two years of full-time paid experience as a Communications Engineer identifying, analyzing, evaluating, recommending, coordinating and managing a variety of telecommunications plans and systems.",-,-
1240,TILE SETTER 3493 090415.txt,Tile Setter,3493,1,-,"A Tile Setter does skilled work in applying tiles to walls, floors, ceilings, and other surfaces according to specified designs.",-,apprenticeship,-,-,-,Tile Setter,-,-,-,-,-,-,P,-,-,OPEN_INT_PROM,"$83,290",-,09-04-15,Completion of a recognized apprenticeship as a tile setter; or,-,or
1241,TILE SETTER 3493 090415.txt,Tile Setter,3493,2,-,"A Tile Setter does skilled work in applying tiles to walls, floors, ceilings, and other surfaces according to specified designs.",-,-,-,5.0,full time,-,-,setting tile.,-,-,-,-,P,-,-,OPEN_INT_PROM,"$83,290",-,09-04-15,Five years of full-time paid experience setting tile.,-,-
1242,TIRE REPAIRER 3727 091517 (1).txt,Tire Repairer,3727,1,-,"A Tire Repairer inspects and determines whether transportation and construction equipment tires should continue in service, be repaired, discarded or returned to the manufacturer; services, removes and installs tires and tubes; balances and inspects wheels; performs skilled work in the sectional repair of tires or recapping of tires, and repair of tubes; and responds to emergency road service requests and other tire related work.",-,apprenticeship,-,-,-,Tire Repairer,-,-,-,-,-,-,P,C,-,OPEN_INT_PROM,"$50,279 to $60,823","$54,538 to $67,755",09-15-17,Completion of a recognized apprenticeship as a tire repairer; or,-,or
1243,TIRE REPAIRER 3727 091517 (1).txt,Tire Repairer,3727,2,-,"A Tire Repairer inspects and determines whether transportation and construction equipment tires should continue in service, be repaired, discarded or returned to the manufacturer; services, removes and installs tires and tubes; balances and inspects wheels; performs skilled work in the sectional repair of tires or recapping of tires, and repair of tubes; and responds to emergency road service requests and other tire related work.",-,-,-,3.0,full time,-,-,"experience in sectional tire repair, recapping, tire and wheel inspection, or maintenance on a variety of tires and wheels including heavy duty truck or earth moving equipment.",-,-,-,-,P,C,-,OPEN_INT_PROM,"$50,279 to $60,823","$54,538 to $67,755",09-15-17,"Three years of full-time paid experience in sectional tire repair, recapping, tire and wheel inspection, or maintenance on a variety of tires and wheels including heavy duty truck or earth moving equipment.",-,-
1244,TITLE EXAMINER 1943 032318 REV 040518.txt,Title Examiner,1943,1.,-,A Title Examiner searches and examines public and title company records to determine ownership and interests in real property and prepares abstracts and reports.,-,-,-,2.0,full time,-,-,"experience in searching, abstracting and examining titles, and writing title reports to real property, including the use of all facilities of a complete title plant, one year of which was in the examining of titles.",-,-,-,-,R,-,-,OPEN_INT_PROM,"$56,793 to $80,826","$75,648 to $93,980",03-23-18,"Two years of full-time paid experience in searching, abstracting and examining titles, and writing title reports to real property, including the use of all facilities of a complete title plant, one year of which was in the examining of titles.",-,-
1245,TRAFFIC MARKING AND SIGN SUPERINTENDENT 3430 032219.txt,Traffic Marking And Sign Superintendent,3430,1.,-,"A Traffic Marking and Sign Superintendent assigns, reviews, evaluates, plans, organizes and directs the work of employees in the Field Operations and Maintenance Division in the Department of Transportation, engaged in painting, plasticizing, maintaining, installing, or removing traffic and parking control markings on streets and curbs or installing, maintaining, or removing traffic and parking control signs; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",-,-,-,2.0,full time,Traffic Painter,"and provides experience in the installation, maintenance, removal, or manufacture of traffic markings, signs, or parking control devices.",-,-,-,-,-,R,-,-,INT_DEPT_PROM,"$56,835 to $83,144",-,03-22-19,"Two years of full-time paid experience with the City of Los Angeles as a Traffic Painter and Sign Poster or in a class which is at that level and provides experience in the installation, maintenance, removal, or manufacture of traffic markings, signs, or parking control devices.",-,-
1246,TRAFFIC OFFICER 3214 040116.txt,Traffic Officer,3214,1,-,"A Traffic Officer patrols an assigned area on foot, bicycle, or in a vehicle to enforce motor vehicle parking regulations; issues warnings or citations for illegal parking by entering information into a hand-held computer; impounds vehicles; and directs vehicular and pedestrian traffic at a specific intersection or other specified location. Traffic Officers at the highest pay grade will be expected to direct vehicular and pedestrian traffic on a daily basis at various assigned locations. They may provide the initial field training to new Traffic Officers on a temporary short-term basis, and may serve as acting, on-site supervisors on a temporary short-term basis. Traffic Officers may be assigned to work any work shift, including weekends and holidays, and may be assigned to work in any geographic location in the City of Los Angeles. Work must be performed outdoors in all weather conditions. Work shifts may also be extended in emergency situations.",-,high school,-,-,-,-,-,-,-,-,-,-,R,-,-,OPEN,"$45,017 to $48,838",-,04-01-16,Graduation from high school or G.E.D. equivalent; and,-,and
1247,TRAFFIC OFFICER 3214 040116.txt,Traffic Officer,3214,2,-,"A Traffic Officer patrols an assigned area on foot, bicycle, or in a vehicle to enforce motor vehicle parking regulations; issues warnings or citations for illegal parking by entering information into a hand-held computer; impounds vehicles; and directs vehicular and pedestrian traffic at a specific intersection or other specified location. Traffic Officers at the highest pay grade will be expected to direct vehicular and pedestrian traffic on a daily basis at various assigned locations. They may provide the initial field training to new Traffic Officers on a temporary short-term basis, and may serve as acting, on-site supervisors on a temporary short-term basis. Traffic Officers may be assigned to work any work shift, including weekends and holidays, and may be assigned to work in any geographic location in the City of Los Angeles. Work must be performed outdoors in all weather conditions. Work shifts may also be extended in emergency situations.",-,-,-,1.0,full time,-,-,"administering and explaining rules, regulations, or ordinances to the public",-,-,-,-,R,-,-,OPEN,"$45,017 to $48,838",-,04-01-16,"One year of full-time paid experience administering and explaining rules, regulations, or ordinances to the public; or",-,or
1248,TRAFFIC OFFICER 3214 040116.txt,Traffic Officer,3214,3,-,"A Traffic Officer patrols an assigned area on foot, bicycle, or in a vehicle to enforce motor vehicle parking regulations; issues warnings or citations for illegal parking by entering information into a hand-held computer; impounds vehicles; and directs vehicular and pedestrian traffic at a specific intersection or other specified location. Traffic Officers at the highest pay grade will be expected to direct vehicular and pedestrian traffic on a daily basis at various assigned locations. They may provide the initial field training to new Traffic Officers on a temporary short-term basis, and may serve as acting, on-site supervisors on a temporary short-term basis. Traffic Officers may be assigned to work any work shift, including weekends and holidays, and may be assigned to work in any geographic location in the City of Los Angeles. Work must be performed outdoors in all weather conditions. Work shifts may also be extended in emergency situations.",-,college or university,-,-,-,-,-,-,-,"60.0S,90.0Q",-,-,R,-,-,OPEN,"$45,017 to $48,838",-,04-01-16,Successful completion of 60 semester or 90 quarter units from an accredited college or university.,-,-
1249,TRAFFIC PAINTER AND SIGN POSTER 3421 033117.txt,Traffic Painter And Sign Poster,3421,1.,-,"A Traffic Painter and Sign Poster paints and plasticizes parking and traffic control markings on streets and curbs, parking lots, and airfield areas; and installs and maintains non-electric parking and traffic control signs.",-,-,-,2.0,full time,Helper To A Traffic Painter And Sign Poster,-,-,-,-,-,-,R,B OR C,-,OPEN_INT_PROM,"$44,578 to $63,412",-,03-31-17,"Two years of full-time paid experience as a helper to a Traffic Painter and Sign Poster; or as a helper doing a variety of semiskilled manual tasks in painting, construction, installation, maintenance or repair activities.",-,-
1250,TRANSMISSION AND DISTRIBUTION DISTRICT SUPERVISOR 3875 050418 REV 051718.txt,Transmission And Distribution District Supervisor,3875,1.,-,"A Transmission and Distribution District Supervisor plans, organizes, and directs or assists in directing technical employees in the construction and maintenance (including splicing energized power cables) of overhead power lines and underground power cables in a combined overhead and underground district; or directs, or assists in directing, the operations of a specialized function such as electric trouble, pole spotting, streetlight patrol and maintenance, and transmission patrol and maintenance; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,2.0,full time,Electric Distribution Mechanic Supervisor,-,-,-,-,-,-,R,-,-,INT_DEPT_PROM,"$127,200 to $158,061",-,05-04-18,Two years of full-time paid experience as an Electric Distribution Mechanic Supervisor with the City of Los Angeles.,-,-
1251,TRANSPORTATION ENGINEER 7278 092917.txt,Transportation Engineer,7278,1,-,"A Transportation Engineer performs responsible transportation engineering work in making engineering studies and preparing or supervising the preparation of designs, plans, specifications, estimates, and reports; in supervising the collection of field data in connection with a variety of transportation, traffic safety, and parking projects; in communicating effectively with the public, elected officials, and other agencies; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,2.0,full time,"Transportation Engineering Associate Ii,",-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$89,637 to $127,555",-,09-29-17,"Two years of full-time paid professional transportation engineering experience in a position at the level of Transportation Engineering Associate II, Class Code 7280; and",-,and
1252,TRANSPORTATION ENGINEER 7278 092917.txt,Transportation Engineer,7278,2,-,"A Transportation Engineer performs responsible transportation engineering work in making engineering studies and preparing or supervising the preparation of designs, plans, specifications, estimates, and reports; in supervising the collection of field data in connection with a variety of transportation, traffic safety, and parking projects; in communicating effectively with the public, elected officials, and other agencies; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",-,-,-,-,-,Professional Engineer,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$89,637 to $127,555",-,09-29-17,"Registration as a Professional Engineer in Traffic or Civil Engineering with the State of California Board for Professional Engineers, Land Surveyors, and Geologists.",-,-
1253,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,a,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,1.0,high school|college,-,-,-,-,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,One year of high school or college level algebra; or,or
1254,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,b,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,-,high school|college,-,-,-,-,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,One course at either the high school or college level in one of the following:,-
1255,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,i,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,troduction to Engineering,-
1256,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,e,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,gineering Graphics and Design,-
1257,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,e,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,gineering Drawing,-
1258,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,d,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,afting,-
1259,TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,Transportation Engineering Aide,7285,1,c,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,-,-,-,2.0,full time,-,-,"installing or inspecting traffic devices, maintaining parking meters and/or pavement markings, or enforcing parking regulations, or conducting traffic counts or traffic engineering surveys and studies.",-,-,-,-,P,-,-,INT_DEPT_PROM,"$49,255 to $72,036",-,10-09-15,Successful completion of any two of the following three categories:,"Two years of full-time paid experience with the City of Los Angeles installing or inspecting traffic devices, maintaining parking meters and/or pavement markings, or enforcing parking regulations, or conducting traffic counts or traffic engineering surveys and studies.",-
1260,TRANSPORTATION ENGINEERING ASSOCIATE 7280 072415.txt,Transportation Engineering Associate,7280,1,-,"A Transportation Engineering Associate performs professional engineering work in investigating and analyzing street traffic conditions to determine the need for traffic control measures; reviews street improvement plans to determine the need for traffic control devices; prepares plans, specifications and estimates for installation of traffic signal systems and channelization; prepares planning and research studies to look at existing and proposed traffic control measures and methodologies with the assistance of Computer-Aided Design (CAD), Geographic Information Systems, modeling software and project management programs; and does related work.",4.0,college or university,engineering,-,-,-,-,-,-,"9.0S,12.0Q","transportation engineering, civil engineering and/or computer science courses",-,P,-,-,OPEN,"$68,549 to $85,149",-,07-24-15,"Graduation from an accredited four-year college or university with a degree in engineering, which includes at least 9 semester units or 12 quarter units of transportation engineering, civil engineering and/or computer science courses; or",-,or
1261,TRANSPORTATION ENGINEERING ASSOCIATE 7280 072415.txt,Transportation Engineering Associate,7280,2,-,"A Transportation Engineering Associate performs professional engineering work in investigating and analyzing street traffic conditions to determine the need for traffic control measures; reviews street improvement plans to determine the need for traffic control devices; prepares plans, specifications and estimates for installation of traffic signal systems and channelization; prepares planning and research studies to look at existing and proposed traffic control measures and methodologies with the assistance of Computer-Aided Design (CAD), Geographic Information Systems, modeling software and project management programs; and does related work.",-,-,-,-,-,-,-,-,-,-,-,-,P,-,-,OPEN,"$68,549 to $85,149",-,07-24-15,"Possession of a valid Engineer-In-Training Certificate recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists.",-,-
1262,TRANSPORTATION INVESTIGATOR 4271 061016.txt,Transportation Investigator,4271,1,-,"A Transportation Investigator makes investigations which may include the inspection of vehicles and other operating property, the interviewing of witnesses, complainants, or company personnel; makes arrests when essential to enforcement; processes permit applications; conducts administrative disciplinary hearings for drivers cited for violations; issues citations or hearing notices; and collects fees in enforcing public utility regulations or franchise provisions for the City of Los Angeles. An employee in this class may be required to work various hours, shifts, and locations.",-,-,-,2.0,full time,-,-,"experience in the enforcement of laws or regulations, conducting inspections or investigations, or managing complaints pertaining to Municipal, State, or Federal codes, regulations, or laws.",-,-,-,-,-,-,-,INT_DEPT_PROM,"$55,019 to $80,472",-,06-10-16,"Two years of full-time paid experience in the enforcement of laws or regulations, conducting inspections or investigations, or managing complaints pertaining to Municipal, State, or Federal codes, regulations, or laws.",-,-
1263,TRANSPORTATION INVESTIGATOR 4271 061016.txt,Transportation Investigator,4271,2,-,"A Transportation Investigator makes investigations which may include the inspection of vehicles and other operating property, the interviewing of witnesses, complainants, or company personnel; makes arrests when essential to enforcement; processes permit applications; conducts administrative disciplinary hearings for drivers cited for violations; issues citations or hearing notices; and collects fees in enforcing public utility regulations or franchise provisions for the City of Los Angeles. An employee in this class may be required to work various hours, shifts, and locations.",-,college or university,-,-,-,-,-,lacking.,-,"24.0S,36.0Q",criminal justice courses,-,-,-,-,INT_DEPT_PROM,"$55,019 to $80,472",-,06-10-16,Successful completion of twenty four semester or thirty six quarter units in Criminal Justice courses at an accredited college or university may be substituted for one year of the experience lacking.,-,-
1264,TRANSPORTATION PLANNING ASSOCIATE 2480 072018.txt,Transportation Planning Associate,2480,1,-,"A Transportation Planning Associate does professional work in administering transit operations and contracts, approving transportation demand management plans, analyzing and recommending transportation system or airport facility improvements, and coordinating transportation planning efforts with Federal, State and local agencies.",4.0,college or university,transportation planning or transportation engineering,-,-,-,-,-,-,-,-,-,P,-,-,OPEN_INT_PROM,"$63,078 to $ 92,206",-,07-20-18,Graduation from an accredited four-year college or university with a degree in Transportation Planning or Transportation Engineering; or,-,or
1265,TRANSPORTATION PLANNING ASSOCIATE 2480 072018.txt,Transportation Planning Associate,2480,2,-,"A Transportation Planning Associate does professional work in administering transit operations and contracts, approving transportation demand management plans, analyzing and recommending transportation system or airport facility improvements, and coordinating transportation planning efforts with Federal, State and local agencies.",4.0,college or university,-,-,-,-,-,-,-,"12.0S,18.0Q","transportation policy or transportation planning related courses such as urban planning, urban design, urban transportation issues, public policy, transit, travel demand forecasting, statistics, quantities methods, public finance, urban economics, airport planning, aviation manageme",-,P,-,-,OPEN_INT_PROM,"$63,078 to $ 92,206",-,07-20-18,"Graduation from an accredited four-year college or university and completion of at least 12 semester or 18 quarter units in Transportation Policy or Transportation Planning related courses such as Urban Planning, Urban Design, Urban Transportation Issues, Public Policy, Transit, Travel Demand Forecasting, Statistics, Quantities Methods, Public Finance, Urban Economics, Airport Planning, Aviation Management; or",-,or
1266,TRANSPORTATION PLANNING ASSOCIATE 2480 072018.txt,Transportation Planning Associate,2480,3,-,"A Transportation Planning Associate does professional work in administering transit operations and contracts, approving transportation demand management plans, analyzing and recommending transportation system or airport facility improvements, and coordinating transportation planning efforts with Federal, State and local agencies.",4.0,college or university,-,1.0,full time,-,-,experience in transportation planning.,-,-,-,-,P,-,-,OPEN_INT_PROM,"$63,078 to $ 92,206",-,07-20-18,Graduation from an accredited four-year college or university and one year of full-time paid professional experience in transportation planning.,-,-
1267,TREASURY ACCOUNTANT 1609 102816.txt,Treasury Accountant,1609,1,-,"A Treasury Accountant performs professional treasury/banking accounting work in the analysis, preparation, maintenance, or evaluation of financial reports, account reconciliation, debt management, investment accounting, and general accounting of City treasury funds, and commercial, custodial and merchant accounts, within the Office of Finance and may act as a lead in the performance of such work.",4.0,college or university,"accounting, finance, economics, or business administration",-,-,-,-,-,-,-,-,-,P,-,-,OPEN,"$59,904 to $87,591",-,10-28-16,"Graduation from an accredited four-year college or university with a bachelor's or a master's degree in accounting, finance, economics, or business administration; and",-,and
1268,TREASURY ACCOUNTANT 1609 102816.txt,Treasury Accountant,1609,2,-,"A Treasury Accountant performs professional treasury/banking accounting work in the analysis, preparation, maintenance, or evaluation of financial reports, account reconciliation, debt management, investment accounting, and general accounting of City treasury funds, and commercial, custodial and merchant accounts, within the Office of Finance and may act as a lead in the performance of such work.",-,-,-,3.0,full time,-,-,"experience in treasury operations, banking, or finance accounting activities, in any of the following areas: investment accounting, escrow services, assessment district accounting, structured finance reporting, monitoring investment and debt activity, effectuating payment of debt service, escheatment processing, cost accounting, cost allocation, cash management and cash flow analysis.",-,-,-,-,P,-,-,OPEN,"$59,904 to $87,591",-,10-28-16,"Three years of full-time paid professional experience in treasury operations, banking, or finance accounting activities, in any of the following areas: investment accounting, escrow services, assessment district accounting, structured finance reporting, monitoring investment and debt activity, effectuating payment of debt service, escheatment processing, cost accounting, cost allocation, cash management and cash flow analysis.",-,-
1269,TREE SURGEON 3114 081916 REV 080818.txt,Tree Surgeon,3114,1,-,"A Tree Surgeon climbs, prunes, trims, treats, sprays, plants, fertilizes, transplants and removes trees along City streets and highways, in City parks, over or on private property, and on public grounds to eliminate hazardous conditions; prevent interference with traffic, traffic signals and high and low voltage conductors and equipment; and to preserve and maintain the trees.",-,-,-,1.0,full time,Tree Surgeon Assistant,performing tree trimming or treatment work;,-,-,-,-,-,R,B,-,OPEN_INT_PROM,"$47,898 to $70,052","$72,328 to $89,864",08-19-16,One year of full-time paid experience with the City of Los Angeles as a Tree Surgeon Assistant or in a class at that level performing tree trimming or treatment work; or,-,or
1270,TREE SURGEON 3114 081916 REV 080818.txt,Tree Surgeon,3114,2,-,"A Tree Surgeon climbs, prunes, trims, treats, sprays, plants, fertilizes, transplants and removes trees along City streets and highways, in City parks, over or on private property, and on public grounds to eliminate hazardous conditions; prevent interference with traffic, traffic signals and high and low voltage conductors and equipment; and to preserve and maintain the trees.",-,-,-,1.0,full time,Tree Surgeon,-,"climbing trees using spurs, climbers, ropes and safety belts and using power saws, aerial lifts, power winches, booms or similar equipment.",-,-,-,-,R,B,-,OPEN_INT_PROM,"$47,898 to $70,052","$72,328 to $89,864",08-19-16,"One year of full-time paid experience as a tree surgeon, which includes climbing trees using spurs, climbers, ropes and safety belts and using power saws, aerial lifts, power winches, booms or similar equipment.",-,-
1271,TREE SURGEON ASSISTANT 3151 060316.txt,Tree Surgeon Assistant,3151,1.,-,A Tree Surgeon Assistant assists in tree trimming and removal work and performs a variety of skilled and unskilled tasks on the ground and in the trees.,-,-,-,1.0,full time,-,-,-,-,-,-,-,R,B,-,OPEN,"$36,728 to $52,242","$43,117 to $53,557",06-03-16,"One year of full-time paid tree trimming, tree surgery, or gardening experience.",-,-
1272,TREE SURGEON SUPERVISOR 3117 030317.txt,Tree Surgeon Supervisor,3117,1,-,"A Tree Surgeon Supervisor assigns, reviews and evaluates the work of a number of small crews or supervises a crew engaged in tree trimming activities for a department or in an area of the City; or assists a Street Tree Superintendent by directing and coordinating street tree trimming activities in a major section of the City; or inspects trees to ensure street trees are trimmed in compliance with Los Angeles Municipal Code requirements; or inspects overhead electrical facilities and lines to determine tree interference and prepares the related reports; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",-,-,-,3.0,full time,Tree Surgeon,-,-,-,-,-,-,P,A OR B,-,OPEN_INT_PROM,"$59,215 to $84,250",-,03-03-17,Three years of full-time paid experience with the City of Los Angeles as a Tree Surgeon; or,-,or
1273,TREE SURGEON SUPERVISOR 3117 030317.txt,Tree Surgeon Supervisor,3117,2,-,"A Tree Surgeon Supervisor assigns, reviews and evaluates the work of a number of small crews or supervises a crew engaged in tree trimming activities for a department or in an area of the City; or assists a Street Tree Superintendent by directing and coordinating street tree trimming activities in a major section of the City; or inspects trees to ensure street trees are trimmed in compliance with Los Angeles Municipal Code requirements; or inspects overhead electrical facilities and lines to determine tree interference and prepares the related reports; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",-,-,-,4.0,full time,Tree Surgeon,-,"performing duties which includes climbing trees, using climbers, ropes and safety belts and using power saws, aerial lifts, power winches, booms or similar equipment.",-,-,-,-,P,A OR B,-,OPEN_INT_PROM,"$59,215 to $84,250",-,03-03-17,"Four years of full-time paid experience in a position at the level of a Tree Surgeon performing duties which includes climbing trees, using climbers, ropes and safety belts and using power saws, aerial lifts, power winches, booms or similar equipment.",-,-
